problem_id,concept_id,question_text,image_url,problem_type,choice_1,choice_2,choice_3,choice_4,correct_answer,difficulty
1880,1314,90초는 몇 분 몇 초입니까?,,MCQ,1분 30초,9분,9분 30초,1분,1,0
1881,1314,5분은 몇 초입니까?,,MCQ,50초,250초,300초,500초,3,3
1882,1316,1시간 20분 + 2시간 30분은?,,MCQ,3시간 30분,3시간 50분,4시간 50분,4시간 30분,2,-3
1883,1316,4시 10분에서 2시간 후의 시각은?,,MCQ,4시 10분,5시 10분,6시 10분,7시 10분,3,0
1884,1316,7시 40분 - 3시 20분은?,,MCQ,3시간 20분,3시간 40분,4시간 20분,4시간 40분,3,3
1885,1315,2시간 50분 + 20분은?,,MCQ,2시간 70분,2시간 30분,3시간 10분,3시간 30분,3,-3
1886,1315,5시 40분에서 30분 후의 시각은?,,MCQ,5시 70분,6시 10분,6시 30분,7시 10분,2,0
1887,1315,6시 25분에서 1시간 50분 전의 시각은?,,MCQ,4시 35분,4시 75분,5시 35분,5시 75분,1,3
1888,50,사과 6개를 2명이 똑같이 나누면 한 명이 받는 사과는?,,MCQ,2개,3개,4개,6개,2,-3
1889,50,책 28권을 4명이 똑같이 나눠 가지면 한 사람이 받는 책은 몇 권?,,MCQ,6,7,8,9,2,0
1890,50,사탕 35개를 한 봉지에 7개씩 똑같이 나눠 담으면 봉지는 몇 개?,,MCQ,4,5,6,7,2,3
1891,51,전체를 2등분한 것 중 1조각을 분수로 나타내면?,,MCQ,1/2,1/3,1/4,2/1,1,-3
1892,51,5/8에서 분자는?,,MCQ,3,5,8,13,2,0
1893,51,한 케이크를 10조각으로 나눈 것 중 7조각을 분수로 나타내면?,,MCQ,7/3,7/10,3/10,10/7,2,3
1894,52,전체를 6등분한 것 중 5조각의 크기는?,,MCQ,1/6,5/6,6/5,5/1,2,-3
1895,52,전체를 8등분한 것 중 1조각의 크기는?,,MCQ,1/3,1/5,1/8,8/1,3,0
1896,52,부분이 전체의 1/5일 때 전체는 부분의 몇 배입니까?,,MCQ,1배,2배,4배,5배,4,3
1897,62,2/7과 4/7 중 더 큰 분수는?,,MCQ,2/7,4/7,같다,모름,2,-3
1898,62,다음 중 가장 작은 분수는?,,MCQ,3/8,5/8,7/8,1/8,4,0
1899,62,분모가 9인 분수 중 가장 큰 진분수는?,,MCQ,1/9,5/9,8/9,9/9,3,3
1900,63,다음 중 단위분수는?,,MCQ,1/3,2/3,3/4,5/8,1,-3
1901,63,단위분수의 공통점은?,,MCQ,분모가 같다,분자가 1이다,분자가 분모와 같다,모두 진분수다,2,0
1902,63,단위분수의 분자는 항상 무엇입니까?,,MCQ,0,1,분모와 같다,분모보다 크다,2,3
1903,64,1/4와 1/5 중 더 큰 분수는?,,MCQ,1/4,1/5,같다,알 수 없다,1,-3
1904,64,1/6과 1/8 중 더 큰 분수는?,,MCQ,1/6,1/8,같다,알 수 없다,1,0
1905,64,다음 단위분수 중 가장 작은 것은?,,MCQ,1/2,1/5,1/8,1/10,4,3
1906,68,다음 중 소수는?,,MCQ,1,0.4,100,1/2,2,-3
1907,68,0.3을 분수로 나타내면?,,MCQ,3/1,3/10,1/3,10/3,2,0
1908,68,0.9는 1/10이 몇 개인 수입니까?,,MCQ,7개,8개,9개,10개,3,3
1909,69,1.6에서 자연수 부분은?,,MCQ,0,1,6,16,2,-3
1910,69,4와 0.2를 합한 소수는?,,MCQ,4.2,4.02,42,40.2,1,0
1911,69,5.7을 두 부분으로 나누면 5와 어떤 소수입니까?,,MCQ,0.7,0.07,0.17,7,1,3
1912,73,0.4와 0.6 중 더 큰 수는?,,MCQ,0.4,0.6,같다,알 수 없다,2,-3
1913,73,다음 중 가장 큰 소수는?,,MCQ,0.3,0.7,0.5,0.1,2,0
1914,73,1.5와 1.3 중 더 큰 수는?,,MCQ,1.5,1.3,같다,모름,1,3
1915,181,213+345는?,,MCQ,458,558,568,668,2,-3
1916,181,521+136은?,,MCQ,627,647,657,757,3,0
1917,181,어떤 수에 142를 더했더니 568이 되었습니다. 어떤 수는?,,MCQ,416,426,436,446,2,3
1918,226,145+329는?,,MCQ,464,474,484,574,2,-3
1919,226,256+183은?,,MCQ,429,439,449,539,2,0
1920,226,463+125는?,,MCQ,578,588,598,688,2,3
1921,227,278+346은?,,MCQ,614,624,634,724,2,-3
1922,227,459+182는?,,MCQ,631,641,651,741,2,0
1923,227,576+349는?,,MCQ,915,925,935,1025,2,3
1924,228,678+437은?,,MCQ,1105,1115,1125,1215,2,-3
1925,228,869+597은?,,MCQ,1456,1466,1476,1566,2,0
1926,228,798+535는?,,MCQ,1323,1333,1343,1433,2,3
1927,250,사과 8개를 4명이 똑같이 나누면 한 사람은 몇 개를 받습니까?,,MCQ,1개,2개,3개,4개,2,-3
1928,250,색종이 24장을 8명이 똑같이 나누면 한 사람은 몇 장?,,MCQ,2,3,4,5,2,0
1929,250,사탕 54개를 6명이 똑같이 나누면 한 사람은 몇 개?,,MCQ,7,8,9,10,3,3
1930,251,사탕 16개를 한 봉지에 4개씩 담으면 봉지는 몇 개?,,MCQ,3,4,5,6,2,-3
1931,251,책 35권을 한 묶음에 7권씩 묶으면 묶음은 몇 개?,,MCQ,4,5,6,7,2,0
1932,251,구슬 63개를 한 묶음에 9개씩 묶으면 묶음은 몇 개?,,MCQ,5,6,7,8,3,3
1933,240,10×40은?,,MCQ,40,400,4000,50,2,-3
1934,240,60×50은?,,MCQ,300,3000,30000,110,2,0
1935,240,어떤 몇십에 40을 곱했더니 1600이 되었습니다. 어떤 몇십은?,,MCQ,20,30,40,50,3,3
1936,241,14×20은?,,MCQ,240,280,320,360,2,-3
1937,241,35×30은?,,MCQ,950,1050,1150,1250,2,0
1938,241,67×40은?,,MCQ,2580,2680,2780,2880,2,3
1939,242,11×13은?,,MCQ,133,143,153,163,2,-3
1940,242,14×22는?,,MCQ,298,308,318,408,2,0
1941,242,16×41은?,,MCQ,646,656,666,756,2,3
1942,243,24×36은?,,MCQ,854,864,874,964,2,-3
1943,243,47×38은?,,MCQ,1776,1786,1796,1896,2,0
1944,243,68×75는?,,MCQ,4100,5100,5200,5300,2,3
1945,247,한 봉지에 사탕이 8개씩 있는 봉지가 6개 있습니다. 사탕은 모두 몇 개?,,MCQ,40,42,48,56,3,-3
1946,247,한 상자에 빵이 20개씩 들어 있는 상자가 7개 있습니다. 빵은 모두 몇 개?,,MCQ,130,140,150,160,2,0
1947,247,한 주에 5권씩 책을 읽으면 14주 동안 모두 몇 권을 읽을 수 있습니까?,,MCQ,60,70,80,90,2,3
1948,855,원의 중심에서 원 위의 한 점까지의 거리를 무엇이라고 합니까?,,MCQ,변,반지름,지름,둘레,2,-3
1949,855,한 원에서 지름은 반지름의 몇 배입니까?,,MCQ,1배,2배,3배,4배,2,0
1950,855,반지름이 9 cm인 원의 지름은 몇 cm입니까?,,MCQ,9 cm,18 cm,27 cm,36 cm,2,3
1951,856,한 원에서 지름은 모두 같습니까?,,MCQ,같다,다르다,알 수 없다,한 개만 같다,1,-3
1952,856,한 원에서 가장 긴 거리는 무엇입니까?,,MCQ,반지름,지름,둘레의 작은 일부,알 수 없다,2,0
1953,856,반지름이 6 cm인 원의 지름의 길이는 반지름보다 얼마나 더 큽니까?,,MCQ,6 cm,12 cm,18 cm,알 수 없다,1,3
1954,862,컴퍼스의 두 다리 중 한쪽 다리는 어디에 두어야 합니까?,,MCQ,원의 중심,원 위의 한 점,원 밖,종이 끝,1,-3
1955,862,컴퍼스로 원을 그릴 때 두 다리 사이의 거리는 무엇이 됩니까?,,MCQ,지름,반지름,원의 둘레,곡선의 길이,2,0
1956,862,지름이 12 cm인 원을 컴퍼스로 그리려면 두 다리 사이의 거리를 몇 cm로 벌려야 합니까?,,MCQ,3 cm,6 cm,12 cm,24 cm,2,3
1957,863,같은 크기의 원 두 개를 나란히 그리면 어떤 모양에 가깝습니까?,,MCQ,안경,사각형,삼각형,별,1,-3
1958,863,큰 원 안에 작은 원 한 개를 그리면 만들 수 있는 모양은?,,MCQ,도넛 모양,별,자동차,집,1,0
1959,863,원 4개를 정사각형 모양으로 배치하면 만들 수 있는 모양은?,,MCQ,자동차 바퀴 패턴,동그라미 하나,삼각형,별,1,3
1960,53,사과 7개 중 3개를 분수로 나타내면?,,MCQ,3/4,3/7,4/7,7/3,2,-3
1961,53,9개 중 5개를 분수로 나타내면?,,MCQ,5/4,5/9,4/9,9/5,2,0
1962,53,한 줄에 6개씩 들어 있는 사과 중 4개를 분수로 나타내면?,,MCQ,4/2,4/6,6/4,2/4,2,3
1963,54,8의 1/2은?,,MCQ,2,3,4,6,3,-3
1964,54,18의 1/6은?,,MCQ,2,3,4,6,2,0
1965,54,24의 2/3은?,,MCQ,8,12,16,18,3,3
1966,55,10 cm의 1/2은?,,MCQ,4 cm,5 cm,6 cm,7 cm,2,-3
1967,55,16 cm의 1/4은?,,MCQ,3 cm,4 cm,5 cm,8 cm,2,0
1968,55,30 cm의 2/5는?,,MCQ,10 cm,12 cm,14 cm,18 cm,2,3
1969,56,다음 중 진분수는?,,MCQ,5/5,6/4,3/8,9/9,3,-3
1970,56,다음 중 진분수가 아닌 것은?,,MCQ,1/4,2/5,3/3,4/7,3,0
1971,56,분모가 5인 진분수의 가장 큰 분자는?,,MCQ,3,4,5,6,2,3
1972,59,다음 중 대분수는?,,MCQ,3 1/2,4/3,1/2,7/7,1,-3
1973,59,1과 3/5를 대분수로 바르게 표현한 것은?,,MCQ,1 3/5,13/5,8/5,3 1/5,1,0
1974,59,자연수 2와 진분수 1/4를 합한 대분수는?,,MCQ,2 1/4,9/4,8/4,1 2/4,1,3
1975,58,다음 중 가분수는?,,MCQ,3/4,5/5,2/3,1/2,2,-3
1976,58,가분수의 분자는 분모와 비교하여 어떻습니까?,,MCQ,분모와 같거나 크다,분모보다 작다,분모와 다르다,알 수 없다,1,0
1977,58,다음 중 가분수만으로 묶인 것은?,,MCQ,5/4와 7/3,1/2와 3/5,5/5와 2/3,7/4와 4/5,1,3
1978,57,자연수 1을 분모가 3인 분수로 나타내면?,,MCQ,1/3,3/3,1/1,3/1,2,-3
1979,57,8/2을 자연수로 나타내면?,,MCQ,2,4,6,8,2,0
1980,57,자연수 3을 분모가 5인 가분수로 나타내면?,,MCQ,3/5,15/5,5/3,5/15,2,3
1981,60,1과 2/5를 가분수로 나타내면?,,MCQ,5/5,6/5,7/5,8/5,3,-3
1982,60,2와 3/4를 가분수로 나타내면?,,MCQ,5/4,8/4,11/4,14/4,3,0
1983,60,4와 1/6을 가분수로 나타내면?,,MCQ,23/6,24/6,25/6,26/6,3,3
1984,61,7/3을 대분수로 나타내면?,,MCQ,1 1/3,2 1/3,2 2/3,3 1/3,2,-3
1985,61,9/4를 대분수로 나타내면?,,MCQ,2 1/4,2 2/4,2 3/4,3 1/4,1,0
1986,61,22/5를 대분수로 나타내면?,,MCQ,4 1/5,4 2/5,4 3/5,5 2/5,2,3
1987,65,6/5와 9/5 중 더 큰 가분수는?,,MCQ,6/5,9/5,같다,알 수 없다,2,-3
1988,65,다음 중 가장 큰 가분수는?,,MCQ,7/3,11/3,5/3,8/3,2,0
1989,65,분모가 같은 가분수 중에서 분자가 클수록 분수의 크기는?,,MCQ,커진다,작아진다,변함없다,알 수 없다,1,3
1990,67,5/3과 1과 1/3 중 더 큰 분수는?,,MCQ,5/3,1과 1/3,같다,알 수 없다,1,-3
1991,67,11/4와 2와 1/4 중 더 큰 분수는?,,MCQ,11/4,2와 1/4,같다,알 수 없다,1,0
1992,67,14/5와 2와 4/5의 크기 비교 결과는?,,MCQ,14/5가 크다,2와 4/5가 크다,같다,알 수 없다,3,3
1993,1324,2 L는 몇 mL입니까?,,MCQ,200 mL,2000 mL,20000 mL,20 mL,2,-3
1994,1324,1 L 300 mL는 몇 mL입니까?,,MCQ,130 mL,1030 mL,1300 mL,13000 mL,3,0
1995,1324,4200 mL는 몇 L 몇 mL입니까?,,MCQ,4 L 2 mL,4 L 20 mL,4 L 200 mL,42 L,3,3
1996,1322,종이컵 한 잔의 들이로 알맞은 것은?,,MCQ,1 mL,200 mL,2 L,200 L,2,-3
1997,1322,큰 물병의 들이로 알맞은 것은?,,MCQ,5 mL,2 L,50 L,500 L,2,0
1998,1322,다음 중 들이가 가장 작은 것은?,,MCQ,양동이,우유팩,페트병,숟가락,4,3
1999,1325,800 mL + 200 mL는?,,MCQ,600 mL,1 L,1 L 200 mL,2 L,2,-3
2000,1325,2 L 500 mL + 1 L 300 mL는?,,MCQ,3 L 200 mL,3 L 800 mL,4 L 200 mL,4 L 800 mL,2,0
2001,1325,5 L - 2 L 700 mL는?,,MCQ,2 L 300 mL,2 L 700 mL,3 L 300 mL,3 L 700 mL,1,3
2002,1328,4 kg은 몇 g입니까?,,MCQ,400 g,4000 g,40000 g,40 g,2,-3
2003,1328,2 kg 100 g은 몇 g입니까?,,MCQ,210 g,2010 g,2100 g,21000 g,3,0
2004,1328,5800 g은 몇 kg 몇 g입니까?,,MCQ,5 kg 8 g,5 kg 80 g,5 kg 800 g,58 kg,3,3
2005,1327,동전 한 개의 무게로 알맞은 것은?,,MCQ,5 g,500 g,1 kg,10 kg,1,-3
2006,1327,가방의 무게로 알맞은 것은?,,MCQ,10 g,1 kg,50 kg,500 kg,2,0
2007,1327,다음 중 무게가 가장 가벼운 것은?,,MCQ,사과 한 개,자동차,종이 한 장,책 한 권,3,3
2008,1330,700 g + 300 g은?,,MCQ,800 g,1 kg,1 kg 300 g,2 kg,2,-3
2009,1330,2 kg 600 g + 1 kg 200 g은?,,MCQ,3 kg 800 g,3 kg 600 g,4 kg 800 g,4 kg 600 g,1,0
2010,1330,6 kg - 2 kg 800 g은?,,MCQ,3 kg 200 g,3 kg 800 g,4 kg 200 g,4 kg 800 g,1,3
2011,1448,표에는 무엇이 들어갑니까?,,MCQ,자료의 종류와 수,그림,색깔,글씨,1,-3
2012,1448,표에서 모든 자료의 수를 더한 부분을 무엇이라고 합니까?,,MCQ,합계,평균,최댓값,최솟값,1,0
2013,1448,표의 자료를 보고 알 수 있는 것이 아닌 것은?,,MCQ,가장 많은 자료,자료의 합계,자료의 정확한 수,자료의 색깔,4,3
2014,1449,자료를 표로 만들기 위해 가장 먼저 해야 할 일은?,,MCQ,자료를 모은다,색을 칠한다,노래를 부른다,표를 그린다,1,-3
2015,1449,학생 25명에게 좋아하는 과목을 물어 표로 나타내면 표의 합계는?,,MCQ,25,과목의 수,24,모름,1,0
2016,1449,자료를 표로 정리하는 가장 큰 장점은?,,MCQ,한눈에 정보를 알기 쉽다,색이 예쁘다,시간이 짧다,글씨가 많아진다,1,3
2017,1451,그림으로 자료의 양을 나타낸 그래프를 무엇이라고 합니까?,,MCQ,막대그래프,그림그래프,표,곡선그래프,2,-3
2018,1451,그림그래프에서 큰 그림 1개가 10명을 나타낸다면 큰 그림 3개는 몇 명을 나타냅니까?,,MCQ,13명,20명,30명,100명,3,0
2019,1451,"그림그래프에서 큰 그림 2개와 작은 그림 4개가 있을 때 (큰=10명, 작=1명) 모두 몇 명입니까?",,MCQ,6명,14명,24명,40명,3,3
2020,1452,그림그래프를 그리기 위해 가장 먼저 정해야 할 것은?,,MCQ,그림의 색,그림이 나타내는 단위,그림의 크기만,그래프 제목,2,-3
2021,1452,50명을 큰 그림 1개가 10명을 나타낸다면 큰 그림 몇 개로 나타냅니까?,,MCQ,3개,4개,5개,6개,3,0
2022,1452,"자료의 수가 47일 때 큰 그림(10명), 작은 그림(1명)으로 나타내면 각각 몇 개씩이 필요합니까?",,MCQ,큰 3 작은 17,큰 4 작은 7,큰 5 작은 0,큰 4 작은 17,2,3
2023,236,234×2는?,,MCQ,458,468,478,568,2,-3
2024,236,213×3은?,,MCQ,629,639,649,739,2,0
2025,236,어떤 세 자릿수에 2를 곱했더니 624가 되었습니다. 어떤 수는?,,MCQ,311,312,313,322,2,3
2026,237,137×2는?,,MCQ,264,274,284,374,2,-3
2027,237,219×3은?,,MCQ,647,657,667,757,2,0
2028,237,425×2는?,,MCQ,840,850,860,950,2,3
2029,238,142×4는?,,MCQ,568,578,588,668,1,-3
2030,238,384×3은?,,MCQ,1152,1162,1172,1262,1,0
2031,238,695×6은?,,MCQ,4070,4170,4180,4270,2,3
2032,255,20÷2는?,,MCQ,10,15,20,25,1,-3
2033,255,90÷3은?,,MCQ,20,25,30,35,3,0
2034,255,60÷5는?,,MCQ,10,12,14,15,2,3
2035,256,60÷4는?,,MCQ,12,14,15,16,3,-3
2036,256,90÷6은?,,MCQ,13,14,15,16,3,0
2037,256,어떤 몇십을 4로 나누었더니 20이 되었습니다. 어떤 몇십은?,,MCQ,60,70,80,90,3,3
2038,257,28÷2는?,,MCQ,12,14,16,18,2,-3
2039,257,48÷4는?,,MCQ,10,11,12,14,3,0
2040,257,어떤 두 자릿수를 3으로 나누었더니 21이 되었습니다. 어떤 수는?,,MCQ,53,63,73,93,2,3
2041,258,75÷5는?,,MCQ,13,15,17,19,2,-3
2042,258,84÷6은?,,MCQ,12,13,14,16,3,0
2043,258,어떤 두 자릿수를 3으로 나누었더니 19가 되었습니다. 어떤 수는?,,MCQ,47,57,67,77,2,3
2044,262,17÷5의 나머지는?,,MCQ,1,2,3,5,2,-3
2045,262,29÷4의 몫과 나머지는?,,MCQ,몫 7 나머지 1,몫 7 나머지 3,몫 6 나머지 5,몫 8 나머지 0,1,0
2046,262,38÷7의 몫과 나머지는?,,MCQ,몫 5 나머지 3,몫 4 나머지 10,몫 5 나머지 4,몫 6 나머지 0,1,3
2047,263,41÷6의 몫과 나머지는?,,MCQ,몫 6 나머지 5,몫 5 나머지 11,몫 7 나머지 1,몫 6 나머지 6,1,-3
2048,263,74÷8의 몫과 나머지는?,,MCQ,몫 9 나머지 2,몫 8 나머지 10,몫 9 나머지 0,몫 10 나머지 0,1,0
2049,263,95÷7의 몫과 나머지는?,,MCQ,몫 13 나머지 4,몫 14 나머지 0,몫 12 나머지 11,몫 14 나머지 4,1,3
2050,259,240÷2는?,,MCQ,110,120,130,220,2,-3
2051,259,360÷6은?,,MCQ,50,60,70,80,2,0
2052,259,525÷5는?,,MCQ,95,105,115,205,2,3
2053,260,145÷6의 나머지는?,,MCQ,1,2,3,5,1,-3
2054,260,309÷4의 몫과 나머지는?,,MCQ,몫 77 나머지 1,몫 76 나머지 5,몫 78 나머지 0,몫 75 나머지 9,1,0
2055,260,593÷7의 몫과 나머지는?,,MCQ,몫 84 나머지 5,몫 85 나머지 0,몫 83 나머지 12,몫 86 나머지 1,1,3
2056,261,17÷5=3...2를 검산하는 식은?,,MCQ,5×3+2=17,5-3=2,17×5=85,5÷3=2,1,-3
2057,261,어떤 수를 8로 나누었더니 몫이 7이고 나머지가 3이었습니다. 그 수는?,,MCQ,53,57,59,63,3,0
2058,261,어떤 수를 6으로 나누었더니 몫이 9이고 나머지가 5였습니다. 어떤 수는?,,MCQ,49,54,59,63,3,3
2059,861,일정한 간격을 두고 원을 그리려면 무엇이 같아야 합니까?,,MCQ,원의 색,원의 중심 간 간격,그림의 크기만,알 수 없다,2,-3
2060,861,원의 중심을 2 cm 간격으로 가로로 4개 그릴 때 첫 원의 중심에서 마지막 원의 중심까지의 거리는?,,MCQ,2 cm,4 cm,6 cm,8 cm,3,0
2061,861,같은 크기의 원 5개를 가로로 일렬로 겹치지 않게 이어 그릴 때 가장 왼쪽 원의 중심에서 가장 오른쪽 원의 중심까지의 거리는 지름의 몇 배입니까?,,MCQ,3배,4배,5배,6배,2,3
